id,title,handle,body,gross_price
65926,Vintage Style Letter Hook,letter-hooks,"<p>Extremely useful vintage style painted metal letter hooks, we love the fact that these not only look good but are a great way of making every one hang their coats/towels etc. in the right place.</p>
<p>They will be sent out to you individually  gift wrapped in cellophane and tied with ribbon.They come with all wall fixings.<strong> </strong></p>
<p>&nbsp;<strong> PLEASE NOTE ""&amp;"" IS NOT AVAILABLE IN THIS PRODUCT<br /></strong></p>
<p>Size: Approx. H:21cm Width variable (depending on the letter).</p>
<p>Customer comments :-</p>
<p>I love the clothes hooks - great quality, FAB gifts, and I'll be ordering more for future birthdays and treating myself too. Very pleased with these.</p>
<p>Love them - fitted them to the walls for our children's coats the same day we received them</p>
<p>These are really great and look even better in real life than they do on the website.</p>
<ul>
<li>
<div></div>
</li>
</ul>",9.5
